Nombre,Partido,Presidente,fecha_start,fecha_end,cartera
Mauro Medina Guimaraes,General PNP (r),Martín Vizcarra,2018-04-02 00:00:00,2018-10-17 00:00:00,Interior
Carlos Morán Soto,General PNP (r),Martín Vizcarra,2018-10-19 00:00:00,2020-04-24 00:00:00,Interior
Gastón Rodríguez Limo,General PNP (r),Martín Vizcarra,2020-04-24 00:00:00,2020-07-15 00:00:00,Interior
Jorge Montoya Pérez,Teniente General FAP (r),Martín Vizcarra,2020-07-15 00:00:00,2020-09-09 00:00:00,Interior
César Gentille Vargas,General PNP (r),Martín Vizcarra,2020-09-10 00:00:00,2020-11-10 00:00:00,Interior
Gastón Rodríguez Limo,General PNP (r),Manuel Merino,2020-11-12 00:00:00,2020-11-17 00:00:00,Interior
Rubén Vargas Céspedes,Independiente,Francisco Sagasti,2020-11-18 00:00:00,2020-12-02 00:00:00,Interior
Cluber Aliaga Lodtmann,General PNP (r),Francisco Sagasti,2020-12-02 00:00:00,2020-12-07 00:00:00,Interior
José Elice Navarro,Partido Morado,Francisco Sagasti,2020-12-07 00:00:00,2021-07-28 00:00:00,Interior
Juan Carrasco Millones,Juntos por el Perú,Pedro Castillo,2021-07-29 00:00:00,2021-10-06 00:00:00,Interior
Luis Barranzuela Vite,Independiente,Pedro Castillo,2021-10-06 00:00:00,2021-11-03 00:00:00,Interior
Avelino Guillén Jáuregui,Independiente,Pedro Castillo,2021-11-04 00:00:00,2022-01-30 00:00:00,Interior
Alfonso Chávarry Estrada,Coronel PNP (r),Pedro Castillo,2022-02-01 00:00:00,2022-05-22 00:00:00,Interior
Dimitri Senmache Artola,Independiente,Pedro Castillo,2022-05-22 00:00:00,2022-06-30 00:00:00,Interior
Mariano González Fernández,Victoria Nacional,Pedro Castillo,2022-07-04 00:00:00,2022-07-19 00:00:00,Interior
Willy Huerta Olivas,Independiente,Pedro Castillo,2022-07-19 00:00:00,2022-12-07 00:00:00,Interior
César Cervantes Cárdenas,General PNP (r),Dina Boluarte,2022-12-10 00:00:00,2022-12-21 00:00:00,Interior
Víctor Rojas Herrera,General PNP (r),Dina Boluarte,2022-12-21 00:00:00,2023-01-13 00:00:00,Interior
Vicente Romero Fernández,General PNP (r),Dina Boluarte,2023-01-13 00:00:00,2023-11-17 00:00:00,Interior
Víctor Torres Falcón,General PNP (r),Dina Boluarte,2023-11-21 00:00:00,2024-04-01 00:00:00,Interior
Walter Ortiz Acosta,General PNP (r),Dina Boluarte,2024-04-01 00:00:00,2024-05-16 00:00:00,Interior
Juan José Santiváñez Antúnez,Independiente,Dina Boluarte,2024-05-16 00:00:00,2025-03-24 00:00:00,Interior
Julio Díaz Zulueta,Policía en retiro,Dina Boluarte,2025-03-24 00:00:00,2025-05-13 00:00:00,Interior
Carlos Malaver Odias,General PNP (r),Dina Boluarte,2025-05-13 00:00:00,2025-10-10 00:00:00,Interior
Vicente Tiburcio Orbezo,General PNP (r),José Jerí,2025-10-14 00:00:00,2026-02-24 00:00:00,Interior
Hugo Begazo de Bedoya,General PNP (r),José María Balcázar,2026-02-24 00:00:00,2026-03-17 00:00:00,Interior
José Zapata Morante,,José María Balcázar,2026-03-17 00:00:00,,Interior
Manuel Villarán Loli,Clérigo,Andrés de Santa Cruz,1837-02-05 00:00:00,1839-11-26 00:00:00,Educacion
Agustín Guillermo Charún,Clérigo,Agustín Gamarra,1839-11-26 00:00:00,1842-10-20 00:00:00,Educacion
Benito Laso de la Vega,Liberal,Francisco de Vidal,1842-10-20 00:00:00,1843-03-15 00:00:00,Educacion
Bartolomé Herrera Vélez,,José Rufino Echenique,1851-10-01 00:00:00,1852-07-26 00:00:00,Educacion
Agustín Guillermo Charún,,José Rufino Echenique,1852-07-26 00:00:00,1853-09-22 00:00:00,Educacion
José Manuel Tirado,,José Rufino Echenique,1853-09-22 00:00:00,1853-11-30 00:00:00,Educacion
José Luis Gómez-Sánchez Rivero,,José Rufino Echenique,1853-11-30 00:00:00,1854-07-06 00:00:00,Educacion
Blas José Alzamora Seminario,,José Rufino Echenique,1854-07-06 00:00:00,1856-11-25 00:00:00,Educacion
Jervasio Álvarez y Montaño,,Ramón Castilla,1856-11-25 00:00:00,1857-02-14 00:00:00,Educacion
Luciano María Cano,,Ramón Castilla,1857-02-14 00:00:00,1859-09-01 00:00:00,Educacion
José Fabio Melgar Valdivieso,,Ramón Castilla,1859-09-01 00:00:00,1860-12-29 00:00:00,Educacion
Juan Oviedo,,Ramón Castilla,1860-12-29 00:00:00,1862-10-27 00:00:00,Educacion
Melchor Vidaurre,,Miguel de San Román,1862-10-27 00:00:00,1863-04-12 00:00:00,Educacion
Bernardo Muñoz,,Pedro Diez Canseco,1863-04-12 00:00:00,1863-08-05 00:00:00,Educacion
Mariano Santos Álvarez Villegas,,Juan Antonio Pezet,1863-08-05 00:00:00,1864-08-11 00:00:00,Educacion
José Simeón Tejeda Mares,,Juan Antonio Pezet,1864-08-11 00:00:00,1864-10-15 00:00:00,Educacion
Manuel Antonio Zárate,,Juan Antonio Pezet,1864-10-15 00:00:00,1865-09-26 00:00:00,Educacion
José Luis Quiñones,,Juan Antonio Pezet,1865-09-26 00:00:00,1865-11-27 00:00:00,Educacion
José Simeón Tejeda Mares,,Mariano Ignacio Prado,1865-11-27 00:00:00,1867-05-02 00:00:00,Educacion
Pedro José Tordoya Montoya,,Mariano Ignacio Prado,1867-05-02 00:00:00,1867-05-04 00:00:00,Educacion
Mariano Dorado,,Mariano Ignacio Prado,1867-05-04 00:00:00,1867-06-03 00:00:00,Educacion
Felipe Osorio,,Mariano Ignacio Prado,1867-06-03 00:00:00,1868-01-27 00:00:00,Educacion
Bernardo Muñoz,,Pedro Diez Canseco,1868-01-27 00:00:00,1868-08-04 00:00:00,Educacion
Luciano Benjamín Cisneros,,José Balta,1868-08-04 00:00:00,1868-08-21 00:00:00,Educacion
José Antonio Barrenechea,,José Balta,1868-08-21 00:00:00,1868-11-21 00:00:00,Educacion
Teodoro La Rosa,,José Balta,1868-11-21 00:00:00,1869-10-26 00:00:00,Educacion
Mariano Felipe Paz Soldán,,José Balta,1869-10-26 00:00:00,1870-06-27 00:00:00,Educacion
José Nicolás de Araníbar y Llano,,José Balta,1870-06-27 00:00:00,1871-11-13 00:00:00,Educacion
Melchor Telésforo García,,José Balta,1871-11-13 00:00:00,1872-07-27 00:00:00,Educacion
José Eusebio Sánchez,,Mariano Herencia Zevallos,1872-07-27 00:00:00,1872-08-02 00:00:00,Educacion
José Eusebio Sánchez,,Manuel Pardo y Lavalle,1872-08-02 00:00:00,1875-02-01 00:00:00,Educacion
Manuel Odriozola Romero,,Manuel Pardo y Lavalle,1875-02-01 00:00:00,1876-08-03 00:00:00,Educacion
Antonio Arenas Merino,,Mariano Ignacio Prado,1876-08-03 00:00:00,1876-08-26 00:00:00,Educacion
Teodoro La Rosa,,Mariano Ignacio Prado,1876-08-26 00:00:00,1877-06-08 00:00:00,Educacion
Manuel Morales,,Mariano Ignacio Prado,1877-06-08 00:00:00,1878-06-18 00:00:00,Educacion
José Jorge Loayza,,Mariano Ignacio Prado,1878-06-18 00:00:00,1878-12-17 00:00:00,Educacion
Mariano Felipe Paz Soldán,,Mariano Ignacio Prado,1878-12-17 00:00:00,1879-10-16 00:00:00,Educacion
José Viterbo Arias,,Mariano Ignacio Prado,1879-10-16 00:00:00,1879-10-29 00:00:00,Educacion
Ramón Ribeyro,,Mariano Ignacio Prado,1879-10-29 00:00:00,1879-11-01 00:00:00,Educacion
Adolfo Quiroga,,Mariano Ignacio Prado,1879-11-01 00:00:00,1879-12-14 00:00:00,Educacion
Federico Panizo González,,Nicolás de Piérola (dictador),1879-12-14 00:00:00,1881-03-12 00:00:00,Educacion
José Miguel Vélez,,Francisco García Calderón,1881-03-12 00:00:00,1881-10-08 00:00:00,Educacion
Pedro Alejandrino del Solar,,Nicolás de Piérola (presidente provisorio),1881-10-08 00:00:00,1882-09-06 00:00:00,Educacion
Epifanio Serpa Arana,,Lizardo Montero,1882-09-06 00:00:00,1883-01-03 00:00:00,Educacion
Lorenzo Iglesias Pino de Arce,,Miguel Iglesias,1883-01-03 00:00:00,1883-08-27 00:00:00,Educacion
Manuel Antonio Barinaga,,Miguel Iglesias,1883-08-27 00:00:00,1884-04-07 00:00:00,Educacion
Mariano Castro Zaldívar,,Miguel Iglesias,1884-04-07 00:00:00,1885-05-09 00:00:00,Educacion
Manuel Tovar y Chamorro,,Miguel Iglesias,1885-05-09 00:00:00,1886-06-03 00:00:00,Educacion
Juan Francisco Pazos Monasí,,Andrés Avelino Cáceres,1886-06-03 00:00:00,1886-10-06 00:00:00,Educacion
Luis Felipe Villarán Angulo,,Andrés Avelino Cáceres,1886-10-06 00:00:00,1886-11-23 00:00:00,Educacion
Félix Cipriano Coronel Zegarra,,Andrés Avelino Cáceres,1886-11-23 00:00:00,1887-10-04 00:00:00,Educacion
Raymundo Morales Arias,,Andrés Avelino Cáceres,1887-10-04 00:00:00,1887-11-09 00:00:00,Educacion
Arturo García Chávez,,Andrés Avelino Cáceres,1887-11-09 00:00:00,1888-07-11 00:00:00,Educacion
Adolfo Villagarcía Orellana,,Andrés Avelino Cáceres,1888-07-11 00:00:00,1889-03-08 00:00:00,Educacion
Ezequiel Vega,,Andrés Avelino Cáceres,1889-03-08 00:00:00,1889-04-05 00:00:00,Educacion
Guillermo A. Seoane Avellafuertes,,Andrés Avelino Cáceres,1889-04-05 00:00:00,1890-02-11 00:00:00,Educacion
José Gregorio Galindo,,Andrés Avelino Cáceres,1890-02-11 00:00:00,1890-08-10 00:00:00,Educacion
Francisco Gerardo Chávez,,Remigio Morales Bermúdez,1890-08-10 00:00:00,1891-08-24 00:00:00,Educacion
Epifanio Serpa Arana,,Remigio Morales Bermúdez,1891-08-24 00:00:00,1892-06-30 00:00:00,Educacion
Ismael Puirredón,,Remigio Morales Bermúdez,1892-06-30 00:00:00,1893-03-03 00:00:00,Educacion
Félix Cipriano Coronel Zegarra,,Remigio Morales Bermúdez,1893-03-03 00:00:00,1893-05-11 00:00:00,Educacion
Alfredo Gastón,,Remigio Morales Bermúdez,1893-05-11 00:00:00,1893-09-28 00:00:00,Educacion
Estanislao Pardo de Figueroa y de Águila,,Remigio Morales Bermúdez,1893-09-28 00:00:00,1894-04-02 00:00:00,Educacion
Martín Dulanto,,Justiniano Borgoño,1894-04-02 00:00:00,1894-08-10 00:00:00,Educacion
José Salvador Cavero Ovalle,,Andrés Avelino Cáceres,1894-08-10 00:00:00,1894-11-16 00:00:00,Educacion
Manuel Vicente Morote,,Andrés Avelino Cáceres,1894-11-16 00:00:00,1895-03-20 00:00:00,Educacion
Luis Felipe Villarán Angulo,,Manuel Candamo (Junta de Gobierno),1895-03-20 00:00:00,1895-09-09 00:00:00,Educacion
Augusto S. Albarracín,,Nicolás de Piérola,1895-09-09 00:00:00,1895-11-30 00:00:00,Educacion
Manuel Antonio Barinaga,,Nicolás de Piérola,1895-11-30 00:00:00,1896-08-08 00:00:00,Educacion
Manuel Pablo Olaechea,,Nicolás de Piérola,1896-08-08 00:00:00,1897-11-25 00:00:00,Educacion
José Antonio de Lavalle y Pardo,,Nicolás de Piérola,1897-11-25 00:00:00,1898-03-16 00:00:00,Educacion
José Jorge Loayza,,Nicolás de Piérola,1898-03-16 00:00:00,1899-09-08 00:00:00,Educacion
Eleodoro Romero Salcedo,,Eduardo López de Romaña,1899-09-08 00:00:00,1900-03-30 00:00:00,Educacion
Ezequiel Vega,,Eduardo López de Romaña,1900-03-30 00:00:00,1900-08-07 00:00:00,Educacion
Pedro Carlos Olaechea,,Eduardo López de Romaña,1900-08-07 00:00:00,1900-10-02 00:00:00,Educacion
Rafael Villanueva Cortez,,Eduardo López de Romaña,1900-10-02 00:00:00,1901-03-11 00:00:00,Educacion
Anselmo Barreto León,,Eduardo López de Romaña,1901-03-11 00:00:00,1901-09-11 00:00:00,Educacion
Lizardo Alzamora Mayo,,Eduardo López de Romaña,1901-09-11 00:00:00,1902-08-06 00:00:00,Educacion
José Viterbo Arias,,Eduardo López de Romaña,1902-08-06 00:00:00,1902-11-04 00:00:00,Educacion
Telémaco Orihuela,,Eduardo López de Romaña,1902-11-04 00:00:00,1903-09-08 00:00:00,Educacion
Francisco José Eguiguren,,Manuel Candamo,1903-09-08 00:00:00,1904-09-24 00:00:00,Educacion
Jorge Polar Vargas,,José Pardo (1.º gob.),1904-09-24 00:00:00,1906-11-19 00:00:00,Educacion
Carlos A. Washburn Salas,,José Pardo (1.º gob.),1906-11-19 00:00:00,1908-09-24 00:00:00,Educacion
Manuel Vicente Villarán Godoy,,Augusto B. Leguía (1.º gob.),1908-09-24 00:00:00,1909-06-08 00:00:00,Educacion
Matías León Carrera,,Augusto B. Leguía (1.º gob.),1909-06-08 00:00:00,1910-03-14 00:00:00,Educacion
Antonio Flores Rondón,,Augusto B. Leguía (1.º gob.),1910-03-14 00:00:00,1910-11-03 00:00:00,Educacion
José Salvador Cavero Ovalle,,Augusto B. Leguía (1.º gob.),1910-11-03 00:00:00,1910-12-28 00:00:00,Educacion
Antonio Flores Rondón,,Augusto B. Leguía (1.º gob.),1910-12-28 00:00:00,1911-08-31 00:00:00,Educacion
Agustín G. Ganoza y Cavero,,Augusto B. Leguía (1.º gob.),1911-08-31 00:00:00,1912-09-24 00:00:00,Educacion
Francisco Moreyra y Riglos,,Guillermo Billinghurst,1912-09-24 00:00:00,1913-06-17 00:00:00,Educacion
Alfredo Solf y Muro,,Guillermo Billinghurst,1913-06-17 00:00:00,1913-07-27 00:00:00,Educacion
Carlos Paz Soldán y Benavides,,Guillermo Billinghurst,1913-07-27 00:00:00,1914-02-04 00:00:00,Educacion
Rafael Grau Cavero,,Óscar R. Benavides (1.º gob.),1914-02-04 00:00:00,1914-05-15 00:00:00,Educacion
Luis Julio Menéndez,,Óscar R. Benavides (1.º gob.),1914-05-15 00:00:00,1914-08-22 00:00:00,Educacion
Aurelio Sousa y Matute,,Óscar R. Benavides (1.º gob.),1914-08-22 00:00:00,1914-10-22 00:00:00,Educacion
Daniel Isaac Castillo,,Óscar R. Benavides (1.º gob.),1914-10-22 00:00:00,1915-02-19 00:00:00,Educacion
Plácido Jiménez,,Óscar R. Benavides (1.º gob.),1915-02-19 00:00:00,1915-08-18 00:00:00,Educacion
Wenceslao Valera Olano,,José Pardo (2.º gob.),1915-08-18 00:00:00,1917-07-27 00:00:00,Educacion
Ricardo L. Flores Gaviño,,José Pardo (2.º gob.),1917-07-27 00:00:00,1918-12-18 00:00:00,Educacion
Ángel Gustavo Cornejo Bouroncle,,José Pardo (2.º gob.),1918-12-18 00:00:00,1919-03-25 00:00:00,Educacion
Federico Panizo Orbegoso,,José Pardo (2.º gob.),1919-03-25 00:00:00,1919-07-04 00:00:00,Educacion
Arturo Osores Cabrera,,Augusto B. Leguía (2.º gob.),1919-07-04 00:00:00,1919-12-06 00:00:00,Educacion
Alberto Salomón Osorio,,Augusto B. Leguía (2.º gob.),1919-12-06 00:00:00,1920-10-01 00:00:00,Educacion
Óscar C. Barrós Mesinas,,Augusto B. Leguía (2.º gob.),1920-10-01 00:00:00,1922-07-28 00:00:00,Educacion
Julio E. Ego-Aguirre,,Augusto B. Leguía (2.º gob.),1922-07-28 00:00:00,1924-05-10 00:00:00,Educacion
Alejandrino Maguiña,,Augusto B. Leguía (2.º gob.),1924-05-10 00:00:00,1926-12-09 00:00:00,Educacion
Pedro M. Oliveira,,Augusto B. Leguía (2.º gob.),1926-12-09 00:00:00,1929-03-06 00:00:00,Educacion
Matías León Carrera,,Augusto B. Leguía (2.º gob.),1929-03-06 00:00:00,1930-03-05 00:00:00,Educacion
José Ángel Escalante,,Augusto B. Leguía (2.º gob.),1930-03-05 00:00:00,1930-08-24 00:00:00,Educacion
Germán Yáñez,,Augusto B. Leguía (2.º gob.),1930-08-24 00:00:00,1930-08-25 00:00:00,Educacion
Arturo Zapata Vélez,,Manuel M. Ponce B. (Junta Militar),1930-08-25 00:00:00,1930-08-27 00:00:00,Educacion
Armando Sologuren,,Luis Sánchez Cerro (Junta Militar),1930-08-27 00:00:00,1930-11-28 00:00:00,Educacion
José Luis Bustamante y Rivero,,Luis Sánchez Cerro (Junta Militar),1930-11-28 00:00:00,1931-02-20 00:00:00,Educacion
Elías Lozada Benavente,,Luis Sánchez Cerro (Junta Militar),1931-02-20 00:00:00,1931-03-11 00:00:00,Educacion
José Gálvez Barrenechea,,David Samanez Ocampo (Junta Nacional),1931-03-11 00:00:00,1931-07-23 00:00:00,Educacion
Guillermo Garrido Lecca,,David Samanez Ocampo (Junta Nacional),1931-07-23 00:00:00,1931-12-12 00:00:00,Educacion
Eufrasio Álvarez,,Luis Sánchez Cerro,1931-12-12 00:00:00,1932-01-29 00:00:00,Educacion
Carlos Sayán Álvarez,,Luis Sánchez Cerro,1932-01-29 00:00:00,1932-05-20 00:00:00,Educacion
Ricardo Rivadeneira Barnuevo,,Luis Sánchez Cerro,1932-05-20 00:00:00,1932-09-16 00:00:00,Educacion
Alberto Ballón Landa,,Luis Sánchez Cerro,1932-09-16 00:00:00,1932-12-24 00:00:00,Educacion
Wenceslao Delgado,,Luis Sánchez Cerro,1932-12-24 00:00:00,1933-04-30 00:00:00,Educacion
Wenceslao Delgado,,Óscar R. Benavides (2.º gob.),1933-04-30 00:00:00,1933-07-04 00:00:00,Educacion
Daniel Olaechea y Olaechea,,Óscar R. Benavides (2.º gob.),1933-07-04 00:00:00,1933-11-25 00:00:00,Educacion
José de la Riva Agüero y Osma,,Óscar R. Benavides (2.º gob.),1933-11-25 00:00:00,1934-05-19 00:00:00,Educacion
Alberto Rey de Castro y Romaña,,Óscar R. Benavides (2.º gob.),1934-05-19 00:00:00,1934-12-24 00:00:00,Educacion
Carlos Arenas y Loayza,,Óscar R. Benavides (2.º gob.),1934-12-24 00:00:00,1935-05-21 00:00:00,Educacion
Ernesto Montagne Markholz,Unión Revolucionaria,Óscar R. Benavides,1935-05-21 00:00:00,1939-04-19 00:00:00,Educacion
Óscar Arrús Grillo,Independiente,Óscar R. Benavides,1939-04-19 00:00:00,1939-12-08 00:00:00,Educacion
Pedro M. Oliveira Sayán,Independiente,Manuel Prado Ugarteche,1939-12-08 00:00:00,1943-04-28 00:00:00,Educacion
Lino Cornejo Zegarra,Partido Civil,Manuel Prado Ugarteche,1943-04-28 00:00:00,1943-07-28 00:00:00,Educacion
Enrique Laroza Lestonnat,Independiente,Manuel Prado Ugarteche,1943-07-28 00:00:00,1945-07-28 00:00:00,Educacion
Jorge Basadre Grohmann,Independiente,José Luis Bustamante y Rivero,1945-07-28 00:00:00,1945-10-06 00:00:00,Educacion
Luis Eduardo Valcárcel Vizcarra,Independiente,José Luis Bustamante y Rivero,1945-10-07 00:00:00,1947-01-10 00:00:00,Educacion
Cristóbal de Losada y Puga,Independiente,José Luis Bustamante y Rivero,1947-01-11 00:00:00,1947-10-30 00:00:00,Educacion
Óscar Torres Velásquez,Militar,José Luis Bustamante y Rivero,1947-10-30 00:00:00,1948-06-17 00:00:00,Educacion
Honorio Delgado Espinoza,Independiente,José Luis Bustamante y Rivero,1948-06-17 00:00:00,1948-10-27 00:00:00,Educacion
Juan Mendoza Rodríguez,Militar,Manuel A. Odría (Ochenio),1948-11-01 00:00:00,1952-12-17 00:00:00,Educacion
Alfonso Balaguer Regalado,Marino,Manuel A. Odría (Ochenio),1952-12-18 00:00:00,1954-01-29 00:00:00,Educacion
Carlos González Iglesias,Militar,Manuel A. Odría (Ochenio),1954-01-29 00:00:00,1955-09-15 00:00:00,Educacion
Carlos Rodríguez Pastor,Independiente,Manuel A. Odría (Ochenio),1955-09-15 00:00:00,1955-12-02 00:00:00,Educacion
Mariano Iberico Rodríguez,Independiente,Manuel A. Odría (Ochenio),1955-12-02 00:00:00,1955-12-24 00:00:00,Educacion
Juan Mendoza Rodríguez,Militar,Manuel A. Odría (Ochenio),1955-12-24 00:00:00,1956-07-28 00:00:00,Educacion
Jorge Basadre Grohmann,Independiente,Manuel Prado Ugarteche,1956-07-28 00:00:00,1958-10-01 00:00:00,Educacion
Ulises Montoya Manfredi,Independiente,Manuel Prado Ugarteche,1958-10-01 00:00:00,1958-10-17 00:00:00,Educacion
Emilio Romero Padilla,Independiente,Manuel Prado Ugarteche,1958-10-17 00:00:00,1959-07-26 00:00:00,Educacion
José Rubio Rolando,Independiente,Manuel Prado Ugarteche,1959-07-26 00:00:00,1960-06-06 00:00:00,Educacion
Alfredo Parra Carreño,Independiente,Manuel Prado Ugarteche,1960-06-06 00:00:00,1961-05-02 00:00:00,Educacion
Alfonso Villanueva Pinillos,,Manuel Prado Ugarteche,1961-05-02 00:00:00,1961-11-19 00:00:00,Educacion
Darío Acevedo Criado,Independiente,Manuel Prado Ugarteche,1961-11-19 00:00:00,1962-07-18 00:00:00,Educacion
Franklin Pease Olivera,Marino,Junta Militar de Gobierno,1962-07-18 00:00:00,1963-07-28 00:00:00,Educacion
Francisco Miró-Quesada Cantuarias,Acción Popular,Fernando Belaúnde Terry,1963-07-28 00:00:00,1964-10-03 00:00:00,Educacion
Ernesto Montagne Sánchez,Militar,Fernando Belaúnde Terry,1964-10-03 00:00:00,1965-07-30 00:00:00,Educacion
Carlos Cueto Fernandini,Acción Popular,Fernando Belaúnde Terry,1965-07-30 00:00:00,1965-09-15 00:00:00,Educacion
José Navarro Grau,Acción Popular,Fernando Belaúnde Terry,1965-09-15 00:00:00,1966-04-15 00:00:00,Educacion
Carlos Cueto Fernandini,Acción Popular,Fernando Belaúnde Terry,1966-04-15 00:00:00,1966-12-30 00:00:00,Educacion
Enrique Tola Mendoza,Acción Popular,Fernando Belaúnde Terry,1967-01-27 00:00:00,1967-09-06 00:00:00,Educacion
Octavio Mongrut Muñoz,Acción Popular,Fernando Belaúnde Terry,1967-09-06 00:00:00,1968-06-01 00:00:00,Educacion
José Jiménez Borja,Acción Popular,Fernando Belaúnde Terry,1968-06-01 00:00:00,1968-10-01 00:00:00,Educacion
Augusto Tamayo Vargas,Independiente,Fernando Belaúnde Terry,1968-10-02 00:00:00,1968-10-03 00:00:00,Educacion
Alfredo Arrisueño Cornejo,Gobierno militar,Juan Velasco Alvarado,1968-10-03 00:00:00,1971-04-27 00:00:00,Educacion
Alfredo Carpio Becerra,Gobierno militar,Juan Velasco Alvarado,1971-04-27 00:00:00,1975-02-01 00:00:00,Educacion
Ramón Miranda Ampuero,Gobierno militar,Juan Velasco Alvarado,1975-02-01 00:00:00,1975-08-29 00:00:00,Educacion
Ramón Miranda Ampuero,Gobierno militar,Francisco Morales Bermúdez,1975-08-30 00:00:00,1976-12-31 00:00:00,Educacion
Otto Eléspuru Revoredo,Gobierno militar,Francisco Morales Bermúdez,1977-01-01 00:00:00,1978-09-05 00:00:00,Educacion
José Guabloche Rodríguez,Gobierno militar,Francisco Morales Bermúdez,1978-09-16 00:00:00,1980-07-28 00:00:00,Educacion
Luis Felipe Alarco Larrabure,Acción Popular,Fernando Belaúnde Terry,1980-07-28 00:00:00,1981-02-04 00:00:00,Educacion
José Benavides Muñoz,Acción Popular,Fernando Belaúnde Terry,1981-02-04 00:00:00,1983-08-15 00:00:00,Educacion
Patricio Ricketts Rey de Castro,Acción Popular,Fernando Belaúnde Terry,1983-08-15 00:00:00,1984-04-10 00:00:00,Educacion
Valentín Paniagua Corazao,Acción Popular,Fernando Belaúnde Terry,1984-04-10 00:00:00,1984-10-12 00:00:00,Educacion
Andrés Cardó Franco,Acción Popular,Fernando Belaúnde Terry,1984-10-12 00:00:00,1985-07-28 00:00:00,Educacion
Grover Pango Vildoso,Partido Aprista Peruano,Alan García,1985-07-28 00:00:00,1987-07-27 00:00:00,Educacion
Mercedes Cabanillas Bustamante,Partido Aprista Peruano,Alan García,1987-06-29 00:00:00,1988-08-09 00:00:00,Educacion
Efraín Orbegozo Rodríguez,Partido Aprista Peruano,Alan García,1988-08-28 00:00:00,1990-05-09 00:00:00,Educacion
Mercedes Cabanillas Bustamante,Partido Aprista Peruano,Alan García,1990-05-09 00:00:00,1990-07-27 00:00:00,Educacion
Gloria Helfer Palacios,Izquierda Unida,Alberto Fujimori,1990-07-28 00:00:00,1990-12-02 00:00:00,Educacion
Óscar de la Puente Raygada,Independiente,Alberto Fujimori,1990-12-12 00:00:00,1991-11-06 00:00:00,Educacion
Augusto Antonioli Vásquez,Independiente,Alberto Fujimori,1991-11-07 00:00:00,1992-04-06 00:00:00,Educacion
Alberto Varillas Montenegro,Independiente,Alberto Fujimori,1991-05-09 00:00:00,1993-07-28 00:00:00,Educacion
Raúl Vittor Alfaro,Independiente,Alberto Fujimori,1993-08-19 00:00:00,1994-02-18 00:00:00,Educacion
Jorge Trelles Montero,Acción Popular,Alberto Fujimori,1994-02-18 00:00:00,1994-10-13 00:00:00,Educacion
Pedro Villena Hidalgo,Independiente,Alberto Fujimori,1994-10-13 00:00:00,1995-06-08 00:00:00,Educacion
Dante Córdova Blanco,Independiente,Alberto Fujimori,1995-06-08 00:00:00,1996-04-03 00:00:00,Educacion
Domingo Palermo Cabrejos,Independiente,Alberto Fujimori,1996-04-11 00:00:00,1999-01-06 00:00:00,Educacion
Felipe García Escudero,Independiente,Alberto Fujimori,1999-01-06 00:00:00,2000-07-28 00:00:00,Educacion
Federico Salas-Guevara,Agrupación Independiente Avancemos,Alberto Fujimori,2000-07-29 00:00:00,2000-11-21 00:00:00,Educacion
Marcial Rubio Correa,Independiente,Valentín Paniagua,2000-11-25 00:00:00,2001-07-28 00:00:00,Educacion
Nicolás Lynch Gamero,Perú Posible,Alejandro Toledo,2001-07-28 00:00:00,2002-07-12 00:00:00,Educacion
Gerardo Ayzanoa del Carpio,Perú Posible,Alejandro Toledo,2002-07-12 00:00:00,2003-06-28 00:00:00,Educacion
Carlos Malpica Faustor,Independiente,Alejandro Toledo,2003-06-28 00:00:00,2004-02-16 00:00:00,Educacion
Javier Sota Nadal,Perú Posible,Alejandro Toledo,2004-02-16 00:00:00,2006-07-28 00:00:00,Educacion
José Antonio Chang Escobedo,Partido Aprista Peruano,Alan García,2006-07-28 00:00:00,2011-03-18 00:00:00,Educacion
Víctor Díaz Chávez,Partido Aprista Peruano,Alan García,2011-03-19 00:00:00,2011-07-28 00:00:00,Educacion
Patricia Salas O'Brien,Independiente,Ollanta Humala,2011-07-28 00:00:00,2013-10-31 00:00:00,Educacion
Jaime Saavedra Chanduví,Independiente,Ollanta Humala,2013-10-31 00:00:00,2016-07-28 00:00:00,Educacion
Jaime Saavedra Chanduví,Independiente,Pedro Pablo Kuczynski,2016-07-28 00:00:00,2016-12-18 00:00:00,Educacion
Marilú Martens Cortés,Independiente,Pedro Pablo Kuczynski,2016-12-18 00:00:00,2017-09-17 00:00:00,Educacion
Idel Vexler Talledo,Independiente,Pedro Pablo Kuczynski,2017-09-17 00:00:00,2018-04-02 00:00:00,Educacion
Daniel Alfaro Paredes,Indpendiente,Martín Vizcarra,2018-04-02 00:00:00,2019-03-11 00:00:00,Educacion
Flor Pablo Medina,Independiente,Martín Vizcarra,2019-03-11 00:00:00,2020-02-13 00:00:00,Educacion
Martín Benavides Abanto,Independiente,Martín Vizcarra,2020-02-13 00:00:00,2020-11-10 00:00:00,Educacion
Fernando d'Alessio Ipinza,Independiente,Manuel Merino,2020-11-12 00:00:00,2020-11-17 00:00:00,Educacion
Ricardo Cuenca Pareja,Independiente,Francisco Sagasti,2020-11-18 00:00:00,2021-07-28 00:00:00,Educacion
Juan Cadillo León,Independiente,Pedro Castillo,2021-07-29 00:00:00,2021-10-06 00:00:00,Educacion
Carlos Gallardo Gómez,Independiente,Pedro Castillo,2021-10-06 00:00:00,2021-12-23 00:00:00,Educacion
